Filename,Date,Prison_name,Covid_confirmed_cases,Tags,NLTK_Negative Sentiment,NLTK_Neutral Sentiment,NLTK_Positive Sentiment,NLTK_Compound Sentiment,Flair_Sentiment,Flair_Polarity,Start_date,End_date
kernvalley_20210427_830_full_infectionstress,20210427,KernValley,231,"['Infection', ' Stress']",0.089,0.735,0.176,0.9907,NEGATIVE,0.0009467005729676,2021/4/25 00:00,2021/5/2 00:00
kernvalley_20210428_846_full,20210428,KernValley,231,[''],0.07,0.796,0.134,0.998,NEGATIVE,0.0273655652999877,2021/4/25 00:00,2021/5/2 00:00
kernvalley_20210428_849_full,20210428,KernValley,231,[''],0.164,0.696,0.14,-0.9662,NEGATIVE,0.0008368492126463,2021/4/25 00:00,2021/5/2 00:00
kernvalley_20210430_1000_full_programs_infection,20210430,KernValley,231,"['Programs', ' Infection']",0.056,0.786,0.158,0.9943,NEGATIVE,0.4456294775009155,2021/4/25 00:00,2021/5/2 00:00
kernvalley_20210430_1001_full_stress_infection_prisonconditions,20210430,KernValley,231,"['Stress', ' Infection', ' Prison Conditions']",0.139,0.802,0.059,-0.9877,NEGATIVE,0.0017575025558471,2021/4/25 00:00,2021/5/2 00:00
kernvalley_20210430_999_full,20210430,KernValley,231,[''],0.102,0.792,0.106,0.7653,POSITIVE,0.9431192278862,2021/4/25 00:00,2021/5/2 00:00
kernvalley_20210513_1345_full,20210513,KernValley,200,[''],0.21,0.707,0.083,-0.9982,NEGATIVE,2.980232238758429e-05,2021/5/11 00:00,2021/5/18 00:00
kernvalley_20210513_1346_full_infection,20210513,KernValley,200,['Infection'],0.055,0.799,0.146,0.9498,NEGATIVE,5.948543548583984e-05,2021/5/11 00:00,2021/5/18 00:00
kernvalley_20210513_1350_full,20210513,KernValley,200,[''],0.146,0.731,0.123,-0.9825,NEGATIVE,0.02815842628479,2021/5/11 00:00,2021/5/18 00:00
kings_main_20210827_87009_full,20210827,Kings_Main,735,[''],0.058,0.827,0.115,0.9991,NEGATIVE,0.0279102325439452,2021/8/23 00:00,2021/8/30 00:00
lancaster_20201029_002_full,20201029,Lancaster,9100,[''],0.099,0.778,0.123,0.7929,NEGATIVE,0.0003790855407715,2020/10/23 00:00,2020/10/30 00:00
lancaster_20201109_030_full,20201109,Lancaster,18253,[''],0.086,0.783,0.131,0.9985,NEGATIVE,0.0001153945922851,2020/11/8 00:00,2020/11/15 00:00
lancaster_20201202_091_full,20201202,Lancaster,59388,[''],0.19,0.7,0.11,-0.9984,NEGATIVE,2.8014183044433597e-05,2020/12/2 00:00,2020/12/9 00:00
lancaster_20201209_110_full,20201209,Lancaster,59388,"['Infection', ' Stress', ' Prison Conditions']",0.182,0.758,0.061,-0.995,NEGATIVE,1.776218414317743e-05,2020/12/2 00:00,2020/12/9 00:00
lancaster_20210126_295_full,20210126,Lancaster,54656,[''],0.062,0.773,0.165,0.9935,NEGATIVE,2.0742416381835938e-05,2021/1/19 00:00,2021/1/26 00:00
lancaster_20210316_583_full_stress_prisonconditions,20210316,Lancaster,3329,"['Stress', ' Prison Conditions']",0.161,0.717,0.122,-0.9809,NEGATIVE,1.1801719665638366e-05,2021/3/16 00:00,2021/3/23 00:00
losangeles_menscentral_20211006_22274_full,20211006,LosAngeles_MensCentral,7728,[''],0.068,0.732,0.2,0.9999,NEGATIVE,1.3589859008789062e-05,2021/10/2 00:00,2021/10/9 00:00
losangeles_menscentral_20211001_10081_full,20211001,LosAngeles_MensCentral,10381,[''],0.053,0.776,0.171,0.9994,NEGATIVE,4.9948692321777344e-05,2021/9/24 00:00,2021/10/1 00:00
losangeles_menscentral_20210929_73176_full,20210929,LosAngeles_MensCentral,10381,[''],0.088,0.769,0.142,0.999,NEGATIVE,0.0001596212387083,2021/9/24 00:00,2021/10/1 00:00
losangeles_menscentral_20211115_99586_full,20211115,LosAngeles_MensCentral,9303,[''],0.084,0.767,0.15,0.9997,NEGATIVE,0.0003323554992675,2021/11/11 00:00,2021/11/18 00:00
losangeles_metropolitan_20210907_full,20210907,LosAngeles_Metropolitan,14543,[''],0.075,0.819,0.106,0.9995,POSITIVE,0.9862279295921326,2021/8/31 00:00,2021/9/7 00:00
losangeles_metropolitan_20210917_full,20210917,LosAngeles_Metropolitan,11340,[''],0.101,0.775,0.124,0.9309,NEGATIVE,6.151199340820312e-05,2021/9/16 00:00,2021/9/23 00:00
losangeles_metropolitan_20210831_001_full,20210831,LosAngeles_Metropolitan,14543,[''],0.165,0.748,0.087,-0.9829,NEGATIVE,0.0016041398048399,2021/8/31 00:00,2021/9/7 00:00
losangeles_metropolitan_20210831_002_full_prisonconditions_stress,20210831,LosAngeles_Metropolitan,14543,"['Prison Conditions', ' Stress']",0.138,0.825,0.037,-0.9836,NEGATIVE,2.1457672119251647e-05,2021/8/31 00:00,2021/9/7 00:00
losangeles_twintowers_20211006_47422_full,20211006,LosAngeles_TwinTowers,7728,[''],0.051,0.776,0.172,0.9979,NEGATIVE,0.0048139691352844,2021/10/2 00:00,2021/10/9 00:00
losangeles_twintowers_20211004_32516_full,20211004,LosAngeles_TwinTowers,7728,[''],0.084,0.768,0.148,0.9994,NEGATIVE,8.738040924083368e-05,2021/10/2 00:00,2021/10/9 00:00
merced_latorraca_20210910_38691_full,20210910,Merced_Latorraca,851,[''],0.05,0.763,0.187,0.9998,NEGATIVE,0.00297611951828,2021/9/8 00:00,2021/9/15 00:00
merced_latorraca_20210910_81379_full,20210910,Merced_Latorraca,851,[''],0.066,0.793,0.141,0.9996,NEGATIVE,1.847743988037109e-05,2021/9/8 00:00,2021/9/15 00:00
merced_latorraca_20210917_17611_full,20210917,Merced_Latorraca,879,[''],0.062,0.803,0.135,0.9994,NEGATIVE,0.0007833242416381,2021/9/16 00:00,2021/9/23 00:00
merced_latorraca _20210917_24079_full,20210917,Merced_Latorraca ,879,[''],0.032,0.812,0.155,0.9991,NEGATIVE,8.308887481678351e-05,2021/9/16 00:00,2021/9/23 00:00
merced_main_20210920_55348_p1_p2_full,20210920,Merced_Main,879,[''],0.035,0.738,0.227,1.0,NEGATIVE,1.1801719665638366e-05,2021/9/16 00:00,2021/9/23 00:00
merced_main_20210914_19036_full,20210914,Merced_Main,851,[''],0.104,0.78,0.116,0.968,NEGATIVE,0.002834975719452,2021/9/8 00:00,2021/9/15 00:00
merced_main_20211005_25218_full,20211005,Merced_Main,658,[''],0.047,0.874,0.079,0.9961,NEGATIVE,4.827976226795538e-05,2021/10/2 00:00,2021/10/9 00:00
merced_main_20210916_16065_full,20210916,Merced_Main,879,[''],0.053,0.731,0.215,0.9996,NEGATIVE,3.814697265625e-06,2021/9/16 00:00,2021/9/23 00:00
merced_main_20210916_65115_full,20210916,Merced_Main,879,[''],0.034,0.812,0.154,0.9997,NEGATIVE,0.0010021328926086,2021/9/16 00:00,2021/9/23 00:00
merced_main_20220105_70350_full_prisonconditions,20220105,Merced_Main,760,['Prison Conditions'],0.085,0.751,0.164,0.9907,NEGATIVE,7.390975952037415e-06,2021/12/29 00:00,2022/1/5 00:00
merced_uspatwater_20210909_002_full,20210909,Merced_USPAtwater,851,[''],0.09,0.793,0.117,0.9873,NEGATIVE,0.0073548555374145,2021/9/8 00:00,2021/9/15 00:00
merced_uspatwater_20210909_001_full_family_infection,20210909,Merced_USPAtwater,851,"['Family', ' Infection']",0.114,0.658,0.227,0.9891,NEGATIVE,0.0039421319961547,2021/9/8 00:00,2021/9/15 00:00
merced_uspatwater_20210908_full,20210908,Merced_USPAtwater,851,[''],0.069,0.711,0.22,0.9993,POSITIVE,0.9887831807136536,2021/9/8 00:00,2021/9/15 00:00
merced_uspatwater_20210916_full_infection,20210916,Merced_USPAtwater,879,['Infection'],0.021,0.896,0.083,0.9018,NEGATIVE,0.000106930732727,2021/9/16 00:00,2021/9/23 00:00
merced_uspatwater_20210917_full,20210917,Merced_USPAtwater,879,[''],0.102,0.775,0.123,0.9788,POSITIVE,0.5106090903282166,2021/9/16 00:00,2021/9/23 00:00
mulecreek_20210521_6_47_full,20210521,Mule Creek,448,[''],0.071,0.755,0.174,0.9998,NEGATIVE,1.1920928956188348e-06,2021/5/19 00:00,2021/5/26 00:00
mulecreek_20210114_0504_full,20210114,Mule Creek,448,[''],0.067,0.838,0.095,0.9828,NEGATIVE,0.000360369682312,2021/1/11 00:00,2021/1/18 00:00
mulecreek_20210114_0518_full,20210114,Mule Creek,448,[''],0.093,0.804,0.103,0.9435,NEGATIVE,8.344650268554688e-06,2021/1/11 00:00,2021/1/18 00:00
mulecreek_20201109_27_full_prisonconditions_stress_family,20201109,Mule Creek,259,"['Prison Conditions', ' Stress', ' Family']",0.137,0.801,0.062,-0.9809,NEGATIVE,9.572505950916632e-05,2020/11/8 00:00,2020/11/15 00:00
mulecreek_20201110_323_full_prisonconditions,20201110,Mule Creek,137,['Prison Conditions'],0.142,0.764,0.094,-0.9636,NEGATIVE,2.884864807117804e-05,2020/11/8 00:00,2020/11/15 00:00
mulecreek_20201210_101_full,20201210,Mule Creek,137,[''],0.141,0.805,0.054,-0.9081,NEGATIVE,0.0001295804977415,2020/12/10 00:00,2020/12/17 00:00
mulecreek_20210105_246_full,20210105,Mule Creek,137,[''],0.068,0.835,0.097,0.8555,POSITIVE,0.7783406376838684,2021/1/3 00:00,2021/1/10 00:00
mulecreek_20210113_257_full,20210113,Mule Creek,14,[''],0.073,0.807,0.12,0.9936,NEGATIVE,4.827976226795538e-05,2021/1/11 00:00,2021/1/18 00:00
mulecreek_20210419_696_full_family_prisonconditions_infection,20210419,Mule Creek,14,"['Family', ' Prison Conditions', ' Infection']",0.038,0.891,0.072,0.5472,NEGATIVE,0.1828503608703613,2021/4/17 00:00,2021/4/24 00:00
mulecreek_20210421_704_full,20210421,Mule Creek,14,[''],0.147,0.747,0.106,-0.9981,NEGATIVE,0.0023282170295716,2021/4/17 00:00,2021/4/24 00:00
mulecreek_20210423_797_full,20210423,Mule Creek,10,[''],0.066,0.824,0.109,0.9527,NEGATIVE,0.0057096481323242,2021/4/17 00:00,2021/4/24 00:00
mulecreek_20210426_868_full_prisonconditions,20210426,Mule Creek,10,['Prison Conditions'],0.256,0.694,0.05,-0.9875,NEGATIVE,5.245208740234375e-06,2021/4/25 00:00,2021/5/2 00:00
mulecreek_20210426_870_full_familystressinfection,20210426,Mule Creek,10,"['Family', ' Stress', ' Infection']",0.211,0.68,0.109,-0.9884,NEGATIVE,0.0003291368484495,2021/4/25 00:00,2021/5/2 00:00
mulecreek_20210428_844_full_infectionprisonconditions,20210428,Mule Creek,10,"['Infection', ' Prison Conditions', ' Featured']",0.096,0.81,0.094,-0.7149,NEGATIVE,0.0060049891471863,2021/4/25 00:00,2021/5/2 00:00
mulecreek_20210429_987_full,20210429,Mule Creek,9,[''],0.127,0.722,0.151,0.9779,NEGATIVE,0.2144922018051147,2021/4/25 00:00,2021/5/2 00:00
mulecreek_20210517_1261_full_prisonconditions_infection_family,20210517,Mule Creek,9,"['Prison Conditions', ' Infection', ' Family']",0.165,0.781,0.054,-0.9978,NEGATIVE,2.646446228038446e-05,2021/5/11 00:00,2021/5/18 00:00
mulecreek_20210517_1262_full_prisonconditions_infection,20210517,Mule Creek,9,"['Prison Conditions', ' Infection']",0.119,0.742,0.139,0.6868,NEGATIVE,9.536743163951478e-06,2021/5/11 00:00,2021/5/18 00:00
mulecreek_20210517_1267_full,20210517,Mule Creek,7,[''],0.07,0.793,0.137,0.9911,NEGATIVE,0.0341651439666748,2021/5/11 00:00,2021/5/18 00:00
mulecreek_20210526_5_04_full,20210526,Mule Creek,7,[''],0.064,0.747,0.189,0.9983,NEGATIVE,0.0002551674842834,2021/5/19 00:00,2021/5/26 00:00
newfolsom_20210421_7_30_full,20210421,NewFolsom,1001,[''],0.045,0.883,0.072,0.9935,NEGATIVE,3.3974647521972656e-05,2021/4/17 00:00,2021/4/24 00:00
newfolsom_20210503_813_full,20210503,NewFolsom,840,[''],0.071,0.806,0.122,0.9984,NEGATIVE,5.352497100841181e-05,2021/5/3 00:00,2021/5/10 00:00
newfolsom_20210513_7_16_full,20210513,NewFolsom,742,[''],0.105,0.774,0.121,0.9299,NEGATIVE,0.0003199577331544,2021/5/11 00:00,2021/5/18 00:00
newfolsom_20211117_47746_full,20211117,NewFolsom,1533,[''],0.089,0.833,0.078,-0.9622,NEGATIVE,8.130073547363281e-05,2021/11/11 00:00,2021/11/18 00:00
newfolsom_20211123_82594_full,20211123,NewFolsom,1211,[''],0.045,0.814,0.142,0.9997,NEGATIVE,0.0058899521827697,2021/11/19 00:00,2021/11/26 00:00
newfolsom_20210609_618_full,20210609,NewFolsom,452,[''],0.046,0.825,0.129,0.9992,NEGATIVE,0.0004157423973083,2021/6/4 00:00,2021/6/11 00:00
newfolsom_20210610_605_full,20210610,NewFolsom,452,[''],0.05,0.807,0.143,0.9994,NEGATIVE,0.0002413392066955,2021/6/4 00:00,2021/6/11 00:00
newfolsom_20220112_29146_full,20220112,NewFolsom,17301,[''],0.101,0.824,0.074,-0.9976,NEGATIVE,2.956390380859375e-05,2022/1/6 00:00,2022/1/13 00:00
newfolsom_20210418_698_full_programsprisonconditions,20210418,NewFolsom,1012,"['Programs', ' Prison Conditions']",0.101,0.788,0.111,0.4663,NEGATIVE,0.0363550782203674,2021/4/17 00:00,2021/4/24 00:00
newfolsom_20210420_714_full_stressprograms,20210420,NewFolsom,1012,"['Stress', ' Programs']",0.09,0.709,0.201,0.9909,NEGATIVE,0.060926616191864,2021/4/17 00:00,2021/4/24 00:00
newfolsom_20210421_707_full_programsfamilystress,20210421,NewFolsom,1012,"['Programs', ' Family', ' Stress']",0.098,0.799,0.104,0.8204,NEGATIVE,0.3967745900154114,2021/4/17 00:00,2021/4/24 00:00
newfolsom_20210421_708_full_programsfamilystress,20210421,NewFolsom,1012,"['Programs', ' Family', ' Stress', ' Featured']",0.05,0.834,0.117,0.9913,NEGATIVE,0.0008917450904846,2021/4/17 00:00,2021/4/24 00:00
newfolsom_20210421_710_full_programsinfectionprisonconditions,20210421,NewFolsom,1012,"['Programs', ' Infection', ' Prison Conditions']",0.102,0.774,0.124,0.7621,NEGATIVE,0.0544511079788208,2021/4/17 00:00,2021/4/24 00:00
newfolsom_20210421_792_full_prisonconditionscopingfamily,20210421,NewFolsom,1012,"['Prison Conditions', ' Stress', ' Family']",0.152,0.67,0.177,0.8436,NEGATIVE,0.4873722791671753,2021/4/17 00:00,2021/4/24 00:00
newfolsom_20210422_769_full_prisonconditionsinfection,20210422,NewFolsom,1012,"['Prison Conditions', ' Infection']",0.038,0.926,0.036,-0.5661,NEGATIVE,0.0040956139564514,2021/4/17 00:00,2021/4/24 00:00
newfolsom_20210423_771_full,20210423,NewFolsom,1012,[''],0.162,0.707,0.131,-0.9948,NEGATIVE,0.0013017654418944,2021/4/17 00:00,2021/4/24 00:00
newfolsom_20210426_814_full_prisonconditions,20210426,NewFolsom,914,['Prison Conditions'],0.04,0.841,0.119,0.9916,NEGATIVE,0.0023150444030761,2021/4/25 00:00,2021/5/2 00:00
newfolsom_20210426_820_full,20210426,NewFolsom,914,[''],0.068,0.785,0.147,0.9939,NEGATIVE,0.127077579498291,2021/4/25 00:00,2021/5/2 00:00
newfolsom_20210426_821_full_familyinfection,20210426,NewFolsom,914,"['Family', ' Infection']",0.084,0.875,0.041,-0.8718,NEGATIVE,4.5418739318847656e-05,2021/4/25 00:00,2021/5/2 00:00
newfolsom_20210426_824_full_infection_prisonconditions,20210426,NewFolsom,914,"['Infection', ' Prison Conditions']",0.096,0.711,0.193,0.9962,NEGATIVE,0.0457079410552979,2021/4/25 00:00,2021/5/2 00:00
newfolsom_20210429_986_full_prisonconditions,20210429,NewFolsom,914,['Prison Conditions'],0.06,0.853,0.087,0.4798,NEGATIVE,0.0175644159317015,2021/4/25 00:00,2021/5/2 00:00
newfolsom_20210430_1016_full_infection,20210430,NewFolsom,914,['Infection'],0.061,0.804,0.136,0.9579,NEGATIVE,5.53131103515625e-05,2021/4/25 00:00,2021/5/2 00:00
newfolsom_20210430_1022_full_infection_programs,20210430,NewFolsom,914,"['Infection', ' Programs', ' Featured']",0.064,0.867,0.069,0.8756,NEGATIVE,0.0011602044105529,2021/4/25 00:00,2021/5/2 00:00
newfolsom_20220119_18246_full,20220119,NewFolsom,22218,[''],0.044,0.803,0.153,0.9997,NEGATIVE,7.081031799316406e-05,2022/1/14 00:00,2022/1/21 00:00
newfolsom_20220208_95458_full,20220208,NewFolsom,5772,[''],0.049,0.883,0.069,0.9905,NEGATIVE,0.0003241300582885,2022/2/7 00:00,2022/2/14 00:00
newfolsom_20220211_54709_full,20220211,NewFolsom,5772,[''],0.067,0.849,0.084,0.9824,NEGATIVE,6.055831909179688e-05,2022/2/7 00:00,2022/2/14 00:00
norco_20210218_10_04_full_stress,20210218,Norco,2786,['Stress'],0.098,0.819,0.084,-0.5956,NEGATIVE,8.702278137207031e-06,2021/2/12 00:00,2021/2/19 00:00
norco_20210827_36000_full,20210827,Norco,5936,[''],0.077,0.787,0.136,0.9977,NEGATIVE,0.001571774482727,2021/8/23 00:00,2021/8/30 00:00
norco_20201102_10_full,20201102,Norco,3189,"['Infection', ' Family']",0.089,0.739,0.173,0.9701,NEGATIVE,6.0796737670787415e-05,2020/10/31 00:00,2020/11/7 00:00
norco_20210123_449_full_infection_family,20210123,Norco,14616,"['Infection', ' Family']",0.062,0.665,0.273,0.9968,NEGATIVE,0.1230632066726684,2021/1/19 00:00,2021/1/26 00:00
norco_20210125_334_full,20210125,Norco,14616,[''],0.07,0.85,0.08,0.897,NEGATIVE,0.0008849501609802,2021/1/19 00:00,2021/1/26 00:00
norco_20210203_386_full,20210203,Norco,8789,[''],0.142,0.733,0.124,-0.9746,NEGATIVE,0.0017433762550354,2021/1/27 00:00,2021/2/3 00:00
norco_20210208_349_full,20210208,Norco,4904,"['Infection', ' Stress', ' Prison Conditions']",0.073,0.757,0.17,0.9895,NEGATIVE,0.236332893371582,2021/2/4 00:00,2021/2/11 00:00
norco_20210219_414_full,20210219,Norco,2786,[''],0.125,0.84,0.034,-0.9988,NEGATIVE,6.198883056640625e-06,2021/2/12 00:00,2021/2/19 00:00
norco_20210401_610_full_infection_prisonconditions,20210401,Norco,714,"['Infection', ' Prison Conditions']",0.09,0.741,0.168,0.9841,NEGATIVE,0.0003135204315185,2021/4/1 00:00,2021/4/8 00:00
northkern_20210209_337_full,20210209,NorthKern,1894,[''],0.104,0.814,0.082,-0.9892,POSITIVE,0.5847759246826172,2021/2/4 00:00,2021/2/11 00:00
orange_central_20210511_6_20_full,20210511,Orange_Central,329,[''],0.068,0.82,0.112,0.9961,NEGATIVE,3.731250762939453e-05,2021/5/11 00:00,2021/5/18 00:00
orange_central_20210415_939_full,20210415,Orange_Central,732,[''],0.045,0.73,0.225,0.9987,POSITIVE,0.9688662886619568,2021/4/9 00:00,2021/4/16 00:00
orange_central_20210416_927_full,20210416,Orange_Central,732,[''],0.151,0.788,0.061,-0.998,NEGATIVE,0.0012959241867064,2021/4/9 00:00,2021/4/16 00:00
orange_central_20210416_928_full_prisonconditionsinfection,20210416,Orange_Central,732,"['Prison Conditions', ' Infection']",0.072,0.822,0.106,0.4854,NEGATIVE,0.0012659430503844,2021/4/9 00:00,2021/4/16 00:00
orange_central_20210419_689_full,20210419,Orange_Central,634,[''],0.068,0.854,0.078,0.8636,NEGATIVE,0.0002034306526184,2021/4/17 00:00,2021/4/24 00:00
orange_central_20210419_693_full_stress,20210419,Orange_Central,634,['Stress'],0.085,0.765,0.149,0.9722,NEGATIVE,0.0001651048660278,2021/4/17 00:00,2021/4/24 00:00
orange_central_20210421_679_full,20210421,Orange_Central,634,[''],0.137,0.7,0.163,0.903,NEGATIVE,0.0008046030998229,2021/4/17 00:00,2021/4/24 00:00
orange_central_20210421_728_full,20210421,Orange_Central,634,[''],0.098,0.79,0.112,0.8503,NEGATIVE,7.271766662597656e-06,2021/4/17 00:00,2021/4/24 00:00
orange_central_20210428_842_full,20210428,Orange_Central,522,[''],0.113,0.827,0.06,-0.9982,NEGATIVE,8.857250213623047e-05,2021/4/25 00:00,2021/5/2 00:00
orange_central_20210517_1275_full_stress,20210517,Orange_Central,329,['Stress'],0.175,0.726,0.099,-0.743,NEGATIVE,0.00492662191391,2021/5/11 00:00,2021/5/18 00:00
orange_theolacy_20210422_8_05_full,20210422,Orange_TheoLacy,634,[''],0.051,0.779,0.17,0.9996,NEGATIVE,5.674362182617188e-05,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210428_7_37_full,20210428,Orange_TheoLacy,522,[''],0.039,0.821,0.14,0.9997,NEGATIVE,0.0003305673599244,2021/4/25 00:00,2021/5/2 00:00
orange_theolacy_20210416_926_full_prisonconditionsprograms,20210416,Orange_TheoLacy,732,"['Prison Conditions', ' Programs']",0.096,0.805,0.099,0.4822,NEGATIVE,1.4543533325195312e-05,2021/4/9 00:00,2021/4/16 00:00
orange_theolacy_20210417_687_full_prisonconditions_family,20210417,Orange_TheoLacy,634,"['Prison Conditions', ' Family']",0.125,0.717,0.158,0.8975,NEGATIVE,0.1272341609001159,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210417_930_full,20210417,Orange_TheoLacy,634,[''],0.116,0.8,0.084,-0.9713,NEGATIVE,9.536743163951478e-06,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210417_932_full,20210417,Orange_TheoLacy,634,[''],0.105,0.802,0.093,-0.8434,NEGATIVE,1.347064971923828e-05,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210419_680_full,20210419,Orange_TheoLacy,634,[''],0.07,0.798,0.132,0.9967,NEGATIVE,0.024285614490509,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210419_694_full,20210419,Orange_TheoLacy,634,[''],0.066,0.774,0.159,0.9949,NEGATIVE,8.928775787364618e-05,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210420_722_full,20210420,Orange_TheoLacy,634,[''],0.057,0.753,0.191,0.9978,NEGATIVE,0.0015497207641601,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210420_723_full_prisonconditions_stress,20210420,Orange_TheoLacy,634,['Prison Conditions'],0.074,0.802,0.124,0.9141,NEGATIVE,0.0426655411720275,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210420_724_full,20210420,Orange_TheoLacy,634,[''],0.137,0.762,0.101,-0.995,NEGATIVE,0.0204761624336243,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210421_701_full_familyinfectionstress,20210421,Orange_TheoLacy,634,"['Family', ' Infection', ' Stress']",0.079,0.805,0.116,0.9691,POSITIVE,0.7696266770362854,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210421_730_full_prisonconditionsstressinfection,20210421,Orange_TheoLacy,634,"['Prison Conditions', ' Stress', ' Infection']",0.048,0.787,0.165,0.997,NEGATIVE,0.0071496963500975,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210421_919_full_prisonconditionsinfection,20210421,Orange_TheoLacy,634,"['Prison Conditions', ' Infection']",0.142,0.783,0.075,-0.9621,NEGATIVE,2.110004425037726e-05,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210423_777_full_stressprisonconditions,20210423,Orange_TheoLacy,634,"['Stress', ' Prison Conditions']",0.204,0.732,0.064,-0.9963,NEGATIVE,0.0006992816925047,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210424_805_full,20210424,Orange_TheoLacy,634,[''],0.091,0.79,0.119,0.9747,NEGATIVE,0.1082465648651123,2021/4/17 00:00,2021/4/24 00:00
orange_theolacy_20210427_892_full_prisonconditionsinfection,20210427,Orange_TheoLacy,522,"['Prison Conditions', ' Infection']",0.089,0.862,0.049,-0.8189,NEGATIVE,0.0005471110343931,2021/4/25 00:00,2021/5/2 00:00
orange_theolacy_20210430_1003_full,20210430,Orange_TheoLacy,522,[''],0.072,0.712,0.215,0.9995,NEGATIVE,0.0277950763702391,2021/4/25 00:00,2021/5/2 00:00
orange_theolacy_20210430_1010_full_stress_prisonconditions,20210430,Orange_TheoLacy,522,"['Stress', ' Prison Conditions', ' Featured']",0.065,0.754,0.181,0.9875,NEGATIVE,0.0050765872001647,2021/4/25 00:00,2021/5/2 00:00
orange_theolacy_20210501_1024_full_stress,20210501,Orange_TheoLacy,522,['Stress'],0.132,0.811,0.058,-0.9769,NEGATIVE,0.0002190470695495,2021/4/25 00:00,2021/5/2 00:00
pelicanbay_20210520_6_09_full,20210520,PelicanBay,21,[''],0.041,0.785,0.175,0.9986,NEGATIVE,0.048411786556244,2021/5/19 00:00,2021/5/26 00:00
pelicanbay_20210907_20161_full,20210907,PelicanBay,21,[''],0.049,0.756,0.196,0.9991,NEGATIVE,0.0002331137657165,2021/8/31 00:00,2021/9/7 00:00
pelicanbay_20210920_34490_full,20210920,PelicanBay,21,[''],0.054,0.782,0.164,0.9995,NEGATIVE,9.083747863758428e-05,2021/9/16 00:00,2021/9/23 00:00
pelicanbay_20211005_33525_full,20211005,PelicanBay,35,[''],0.04,0.823,0.137,0.9982,NEGATIVE,0.0007840394973755,2021/10/2 00:00,2021/10/9 00:00
pelicanbay_20210420_917_full_prisonconditions,20210420,PelicanBay,18,['Prison Conditions'],0.042,0.809,0.149,0.9845,NEGATIVE,9.775161743164062e-06,2021/4/17 00:00,2021/4/24 00:00
pelicanbay_20210420_918_full,20210420,PelicanBay,259,[''],0.072,0.667,0.261,0.9985,POSITIVE,0.9336512088775636,2021/4/17 00:00,2021/4/24 00:00
pelicanbay_20210423_866_full,20210423,PelicanBay,151,[''],0.124,0.737,0.139,0.8538,NEGATIVE,0.0032207369804382,2021/4/17 00:00,2021/4/24 00:00
pelicanbay_20210426_903_full,20210426,PelicanBay,21,[''],0.089,0.734,0.177,0.9993,NEGATIVE,0.0002315640449523,2021/4/25 00:00,2021/5/2 00:00
pleasant valley_20210217_402_full_programs,20210217,Pleasant Valley,2314,['Programs'],0.123,0.756,0.121,-0.4008,NEGATIVE,0.0001488924026488,2021/2/12 00:00,2021/2/19 00:00
pleasantvalley_20210222_8_04_full,20210222,Pleasant Valley,163,[''],0.037,0.803,0.161,0.9995,NEGATIVE,0.0001674890518188,2021/2/20 00:00,2021/2/27 00:00
pleasantvalley_20210201_370_full,20210201,Pleasant Valley,1218,"['Prison Conditions', ' Family', ' Stress']",0.11,0.684,0.206,0.9901,NEGATIVE,0.0575594305992126,2021/1/27 00:00,2021/2/3 00:00
pleasantvalley_20210209_341_full,20210209,Pleasant Valley,1218,"['Family', ' Programs']",0.09,0.81,0.1,0.6017,NEGATIVE,0.0034043192863464,2021/2/4 00:00,2021/2/11 00:00
pleasantvalley_20210211_396_full_prisonconditions_stress_programs_family,20210211,Pleasant Valley,1218,"['Prison Conditions', ' Stress', ' Family', ' Programs']",0.079,0.761,0.161,0.8766,NEGATIVE,3.468990325916632e-05,2021/2/4 00:00,2021/2/11 00:00
pleasantvalley_20210214_429_full,20210214,Pleasant Valley,1033,[''],0.088,0.722,0.19,0.9966,NEGATIVE,0.1064708232879638,2021/2/12 00:00,2021/2/19 00:00
pleasantvalley_20210223_484_full,20210223,Pleasant Valley,1033,[''],0.089,0.789,0.123,0.9981,POSITIVE,0.934175968170166,2021/2/20 00:00,2021/2/27 00:00
pleasantvalley_20210224_474_full_programs_stress,20210224,Pleasant Valley,1033,"['Programs', ' Stress']",0.073,0.706,0.221,0.9836,POSITIVE,0.549960732460022,2021/2/20 00:00,2021/2/27 00:00
pleasantvalley_20210228_519_full_stress,20210228,Pleasant Valley,1033,['Stress'],0.09,0.741,0.169,0.8928,NEGATIVE,0.0009192228317259,2021/2/28 00:00,2021/3/7 00:00
