Story ID (prison_yyyymmdd_topic),Unique ID,On M.I. list?,Reviewed and Cleared,Date R&C,Added to site,Date added,Story Title (max 20 characters),Audio File,Transcript,Date (MM/YY),Prison,Tags,Storyteller,Story Type,"If Segment, Full Story ID",Letter/Call
Chuckawalla_20201106_07_07_FULL,6891,,KT,,KT,,The full story,https://www.dropbox.com/s/won1nm26eos52j1/Chuckawalla_20201106_07_07_FULL.mp3?dl=0,https://www.dropbox.com/s/3edsr565q33c60u/Chuckawalla_20201106_07_07_FULL.txt?dl=0,11/23,Chuckawalla,,Incarcerated Person,Full,,Call
Chuckawalla_20201106_07_22_FULL,3941,,KT,,KT,,The full story,https://www.dropbox.com/s/au8e40r2do7mgn4/Chuckawalla_20201106_07_22_FULL.mp3?dl=0,https://www.dropbox.com/s/hwdc8eiqic4ygq6/Chuckawalla_20201106_07_22_FULL.txt?dl=0,11/23,Chuckawalla,,Incarcerated Person,Full,,Call
Chuckawalla_20201109_05_04_FULL,9763,,KT,,NS,,The full story,https://www.dropbox.com/s/398bjg6myntmwgi/Chuckawalla_20201109_05_04_FULL.mp3?dl=0,https://www.dropbox.com/s/3imj0ppcudbj449/Chuckawalla_20201109_05_04_FULL.txt?dl=0,11/23,Chuckawalla,,Incarcerated Person,Full,,Call
Chuckawalla_20201109_06_57_FULL,5755,,KT,,KT,,The full story,https://www.dropbox.com/s/sslkxczllkhltn2/Chuckawalla_20201109_06_57_FULL.mp3?dl=0,https://www.dropbox.com/s/kdjkfqd017s1ai6/Chuckawalla_20201109_06_57_FULL.txt?dl=0,11/23,Chuckawalla,,Incarcerated Person,Full,,Call
Chuckawalla_20201120_06_34_FULL,171,,KT,,KT,,The full story,https://www.dropbox.com/s/h77v901dyj5e54j/Chuckawalla_20201120_06_34_FULL.mp3?dl=0,https://www.dropbox.com/s/vceomavmwtqqmoz/Chuckawalla_20201120_06_34_FULL.txt?dl=00,11/23,Chuckawalla,,Incarcerated Person,Full,,Call
Chuckawalla_20201127_06_21_FULL,6153,,KT,,KT,,The full story,https://www.dropbox.com/s/ryje8n0jofbhyg5/chuckawalla_20201127_06_21_full.mp3?dl=0,https://www.dropbox.com/s/na6frn5mlxtwae8/Chuckawalla_20201127_06_21_FULL.txt?dl=0,11/23,Chuckawalla,,Incarcerated Person,Full,,Call
Chuckawalla_20201127_06_39_FULL,1126,,MV,09/06/2021,MV,09/09/2021,The full story,https://www.dropbox.com/s/ms0zp84bkrx3mfl/Chuckawalla_20201127_06_39_FULL.mp3?dl=0,https://www.dropbox.com/s/ihycbj3kmkb6o03/Chuckawalla_20201127_06_39_FULL.txt?dl=0,11/23,Chuckawalla,,Incarcerated Person,Full,,Call
Chuckawalla_20201127_06_59_FULL,4730,,MV,09/06/2021,MV,09/09/2021,The full story,https://www.dropbox.com/s/d3hsf1cyu306lhm/Chuckawalla_20201127_06_59_FULL.mp3?dl=0,https://www.dropbox.com/s/p7af9a1cnpsk4wk/Chuckawalla_20201127_06_59_FULL.txt?dl=0,11/23,Chuckawalla,,Incarcerated Person,Full,,Call
Chuckawalla_20201203_06_01_PrisonConditions1_Infection,85317,,MV,,,,They mistreat us,https://www.dropbox.com/scl/fi/6r2r16tk5qru76ube6jca/Chuckawalla_20201203_06_01_PrisonConditions1.mp3?rlkey=3b2wysiiyrrwwgu412ur13lfi&dl=0,https://www.dropbox.com/scl/fi/ileph6s8j1qc45ciedtwu/Chuckawalla_20201203_06_01_Prison-Conditions1.txt?rlkey=gjnpnd4tvnalnoduycqqalbqv&dl=0,12/23,Chuckawalla,Prison Conditions,Incarcerated Person,Full,Chuckawalla_20201203_06_01_FULL,Call
Chuckawalla_20201208_06_50_FULL,4282,,KT,,NS,,The full story,https://www.dropbox.com/s/c3xemyu3i8974ek/Chuckawalla_20201208_06_50_FULL.mp3?dl=0,https://www.dropbox.com/s/fo6x6zwaqxphjj6/Chuckawalla_20201208_06_50_FULL.txt?dl=0,12/23,Chuckawalla,,Incarcerated Person,Full,,Call
Chuckawalla_20201211_05_20_FULL,7431,,MV,08/27/2021,MV,09/09/2021,The full story,https://www.dropbox.com/s/48mczqzdu38sdpc/Chuckawalla_20201211_05_20_FULL.mp3?dl=0,https://www.dropbox.com/s/xaw0pi6i8r18255/Chuckawalla_20201211_05_20_FULL.txt?dl=0,12/23,Chuckawalla,,Incarcerated Person,Full,,Call
Chino_20201208_05_53_FULL,5350,,KT,,NS,,The full story,https://www.dropbox.com/s/rohzs0tsa1qcj35/CIM_20201208_05_53_FULL.mp3?dl=0,https://www.dropbox.com/s/av9q8ccvqatljs5/CIM_20201208_05_53_FULL.txt?dl=0,12/23,Chino,,Incarcerated Person,Full,,Call
Chino_20201209_05_35_FULL_PrisonConditions,2291,,KT,,KT,,Dangerous,https://www.dropbox.com/s/754ape7rdq17nku/CIM_20201209_05_35_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/5kpqi4p2vk6opkd/Chino_20201209_5_35_FULL_PrisonConditions.txt?dl=0,12/23,Chino,Prison Conditions,Incarcerated Person,Full,,Call
Chino_20201216_06_02_FULL,1426,,KT,,KT,,The full story,https://www.dropbox.com/s/bog1mu4j5fffzl8/CIM_20201216_06_02_FULL.mp3?dl=0,https://www.dropbox.com/s/n9kncdc6nbb7lcd/CIM_20201216_06_02_FULL.txt?dl=0,12/23,Chino,,Incarcerated Person,Full,,Call
CIW_20201207_07_46_FULL,69560,,MV,,MV,,The full story,https://www.dropbox.com/s/9a1tsfkkkam2s7m/CIW_20201207_07_46_FULL.mp3?dl=0,https://www.dropbox.com/s/v8adyfklx3upma3/CIW_20201207_746_full.txt?dl=0,12/23,CIW,"Stress, Prison Conditions, Featured",Family or Friend,Full,,Call
CIW_20210324_06_51_FULL,3109,,MV,09/27/2021,MV,10/01/2021,The full story,https://www.dropbox.com/s/q0mp80q53l1peku/CIW_20210324_06_51_FULL.mp3?dl=0,https://www.dropbox.com/s/iyf56lz7lvl0p8r/CIW_20210324_06_51_FULL.txt?dl=0,03/23,CIW,,Incarcerated Person,Full,,Call
CMC_20210212_0551_FULL,7783,,KT,,NS,,The full story,https://www.dropbox.com/s/if77feja2dbus6l/CMC_20210212_0551_FULL.mp3?dl=0,https://www.dropbox.com/s/qt0y6sqdg9eb8gn/CMC_20210212_551_FULL.txt?dl=0,02/23,CMC,,Incarcerated Person,Full,,Call
CMC_20210212_07_21_FULL,9286,,KT,,NS,,The full story,https://www.dropbox.com/s/3d737eaz0l26ncw/CMC_20210212_07_21_FULL.mp3?dl=0,https://www.dropbox.com/s/7n0w59xvy6kpgbz/CMC_20210212_07_21_Full.txt?dl=0,02/23,CMC,,Incarcerated Person,Full,,Call
Corcoran_20201103_07_39_FULL,8901,,KT,,KT,,The full story,https://www.dropbox.com/s/7ore2zft140kjls/Corcoran_20201103_07_39_Full.mp3?dl=0,https://www.dropbox.com/s/8nlhy19qtuvj8zy/Corcoran_20201103_07_39_FULL.txt?dl=0,11/23,Corcoran,,Incarcerated Person,Full,,Call
Corcoran_20210105_07_43_FULL,8766,,KT,,KT,,The full story,https://www.dropbox.com/s/qnijg9po3zee3yg/Corcoran_20210105_07_43_FULL.mp3?dl=0,https://www.dropbox.com/s/dv564fh4zffl4ho/Corcoran_20210105_743_full.txt?dl=0,01/23,Corcoran,,Incarcerated Person,Full,,Call
Corcoran_20210421_637_FULL_Infection_Family_Programs,88741,,MV,,MV,,Doing crazy things,https://www.dropbox.com/s/gagfs8m2yjbdolu/Corcoran_20210421_637_FULL_Infection_Family_Programs.mp3?dl=0,https://www.dropbox.com/s/7cr347oxjj0ppvn/Corcoran_20210421_637_FULL_Infection_Family_Programs.txt?dl=0,04/23,Corcoran,"Infection, Family, Programs",Incarcerated Person,Full,,Call
Corcoran_20210428_320_FULL,91223,,MV,,MV,,The full story,https://www.dropbox.com/s/qblxt2v6olbyyrv/Corcoran_20210428_320_FULL.mp3?dl=0,https://www.dropbox.com/s/6z9e4o4vriib4ng/Corcoran_20210428_320_FULL.txt?dl=0,04/23,Corcoran,,Family or Friend,Full,,Call
Corcoran_20210518_6_21_FULL,91678,,MV,,MV,,The full story,https://www.dropbox.com/s/hug2f93b9qdxl48/Corcoran_20210518_6_21_FULL.mp3?dl=0,https://www.dropbox.com/scl/fi/79zctavia3ujkv4uo7lri/Corcoran_20210518_6_21_FULL.txt?rlkey=1xbv7kwwh79i3he2akyt14ty0&dl=0,05/23,Corcoran,,Incarcerated Person,Full,,Call
Corcoran_20210824_21225_FULL,21225,,MV,,MV,,The full story,https://www.dropbox.com/s/vgm1vjf2isiq60a/Cocoran_20210824_21225_FULL.mp3?dl=0,https://www.dropbox.com/s/1ytc78bwbofg40m/Corcoran_20210824_21225_FULL.txt?dl=0,08/23,Corcoran,,Incarcerated Person,Full,,Call
CSATF_20210209_625_FULL,4202,,KT,,KT,,The full story,https://www.dropbox.com/s/e4q05skg87q9ctz/Corcoran_20210209_625_FULL.mp3?dl=0,https://www.dropbox.com/s/tcc99jdw1x87ptm/CSATF_20210209_625_FULL-1.txt?dl=0,02/23,CSATF,,Incarcerated Person,Full,,Call
Donovan_20201004_05_00_FULL,8667,,KT,,KT,,The full story,https://www.dropbox.com/s/a81s8m0sdv758v2/Donovan_20201004_05_00_Full.mp3?dl=0,https://www.dropbox.com/s/tvjlaz6x3nyx3xy/Donovan_20201004_05_00_FULL.txt?dl=0,10/23,Donovan,,Incarcerated Person,Full,,Call
Donovan_20201130_06_49_FULL,6010,,KT,,KT,,The full story,https://www.dropbox.com/s/2dmzwyq9g40txbu/Donovan_20201130_06_49_FULL.mp3?dl=0,https://www.dropbox.com/s/jmtxd2ojkny2v3s/Donovan_20201130_06_49_FULL.txt?dl=0,11/23,Donovan,,Incarcerated Person,Full,,Call
Donovan_20201201_05_00_FULL,7752,,KT,,KT,,The full story,https://www.dropbox.com/s/7om0gf9mndespqf/Donovan_20201201_05_00_FULL.mp3?dl=0,https://www.dropbox.com/s/nclxwmbv9tx1lu4/Donovan_20201201_05_00_FULL.txt?dl=0,12/23,Donovan,,Incarcerated Person,Full,,Call
Donovan_20201201_2_36,2906,,KT,,KT,,Treating us like dogs,https://www.dropbox.com/s/598kay396ynvxz1/Donovan_20201201_2_36.mp3?dl=0,https://www.dropbox.com/s/1pq1d1m87h44hl3/Donovan_20201201_2_36_Full.txt?dl=0,12/23,Donovan,"Infection, Prison Conditions",Incarcerated Person,Full,,Call
Donovan_20201202_2_59,5158,,KT,,KT,,Situation here fine,https://www.dropbox.com/s/ji7ed934uberm0d/Donovan_20201202_2_59.mp3?dl=0,https://www.dropbox.com/s/3wmtaavrrb1ojgo/Donovan_20201202_2_59_FULL.txt?dl=0,12/23,Donovan,Prison Conditions,Incarcerated Person,Full,,Call
Donovan_20201202_5_31_FULL,8939,,KT,,KT,,The full story,https://www.dropbox.com/s/ja59pcdjoqmubfi/Donovan_20201202_05_31_FULL.mp3?dl=0,https://www.dropbox.com/s/3cxbam1dlirodtw/Donovan_20201202_5_31_FULL.txt?dl=0,12/23,Donovan,,Incarcerated Person,Full,,Call
Donovan_20201209_8_39_FULL,4371,,KT,,KT,,Unfortunate situation,https://www.dropbox.com/s/0isodus97i75qyv/Donovan_20201209_8_39_FULL.mp3?dl=0,https://www.dropbox.com/s/gts5ceu5qlxsr8f/Donovan_20201209_8_39_Full.txt?dl=0,12/23,Donovan,"Family, Stress, Program",Incarcerated Person,Full,,Call
Donovan_20210104_603_PrisonConditions,7454,,KT,,KT,,Can't file petitions,https://www.dropbox.com/s/3jcuv5345tejpkq/Donovan_20210104_603_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/8yyqzc5nprza9r5/Donovan_20210104_6_03_PrisonConditions.txt?dl=0,01/23,Donovan,Prison Conditions,Incarcerated Person,Full,,Call
Donovan_20210107_01_16_FULL,854,,KT,,KT,,The full story,https://www.dropbox.com/s/9nwazb109rjyvbo/Donovan_20210107_116_FULL.mp3?dl=0,https://www.dropbox.com/s/2tdqeodeon30pk2/Donovan_20210107_01_16_FULL.txt?dl=0,01/23,Donovan,,Incarcerated Person,Full,,Call
Donovan_20210111_01_05_Infection,4447,,KT,,KT,,Hella crazy,https://www.dropbox.com/s/9n7gf20kjav9h65/Donovan_20210111_105_Infection.mp3?dl=0,https://www.dropbox.com/s/ubhbljnj4fnh309/Donovan_20210111_1_05_Infection.txt?dl=0,01/23,Donovan,Infection,Incarcerated Person,Full,,Call
Donovan_20210115_245_FULL,5780,,KT,,KT,,The full story,https://www.dropbox.com/s/804lrw779c1m3ml/Donovan_20210115_245_FULL.mp3?dl=0,https://www.dropbox.com/s/q55a0bf3f1ku6c6/Donovan_20210115_245_FULL.txt?dl=0,01/23,Donovan,,Incarcerated Person,Full,,Call
Donovan_20210503_6_27_FULL_Infection_PrisonConditions,2378,,MV,09/02/2021,MV,09/03/2021,Spitting up blood,https://www.dropbox.com/s/gn1z0smdbfqxs0u/Donovan_20210503_6_27_FULL_Infection_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/uwdi5zbgkfaow7h/Donovan_20210503_6_27_FULL.txt?dl=0,05/23,Donovan,"Infection, Prison Conditions",Incarcerated Person,Full,,Call
Donovan_20210507_5_59_P1_Full,51026,,MV,,MV,,The full story,https://www.dropbox.com/s/metzvxanqn8t074/Donovan_20210507_5_59_Pt1.mp3?dl=0,https://www.dropbox.com/s/eqeioloj0gfbd66/Donovan_20210507_559_Pt1_FULL.txt?dl=0,05/23,Donovan,,Incarcerated Person,Full,,Call
Donovan_20210507_5_59_P2_FULL,51026,,MV,,MV,,The full story,https://www.dropbox.com/s/8w1ygknex50mkxb/Donovan_20210507_5_59_Pt2_FULL.mp3?dl=0,https://www.dropbox.com/s/btf0k8jp90z5nqb/Donovan_20210507_5_59_Pt2_FULL.txt?dl=0,05/23,Donovan,,Incarcerated Person,Full,,Call
Donovan_20210514_6_29_Full,70532,,MV,,MV,,The full story,https://www.dropbox.com/s/iu5rzgoxujsftyu/Donovan_20210514_6_29_FULL.mp3?dl=0,https://www.dropbox.com/s/wmho9f3ari4azal/Donovan_20210514_629_FULL.txt?dl=0,05/23,Donovan,,Incarcerated Person,Full,,Call
Fresno_Main_20210826_59372_P1_FULL,59372,,MV,,MV,,The full story,https://www.dropbox.com/s/ix69n9n0006xza9/Fresno_Main_20210826_59372_P1_FULL.mp3?dl=0,https://www.dropbox.com/s/y9gdzqervzg4mbi/Fresno_Main_20210826_59372_P1_FULL.txt?dl=0,08/23,Fresno Main,,Incarcerated Person,Full,,Call
Fresno_Main_20210826_59372_P2_FULL,53972,,MV,,MV,,The full story,https://www.dropbox.com/s/0x0ixsvnd8wyuze/Fresno_Main_20210826_59372_P2_FULL.mp3?dl=0,https://www.dropbox.com/s/0c55as9cz27isp1/Fresno_Main_20210826_59372_P2_FULL.txt?dl=0,08/23,Fresno Main,,Incarcerated Person,Full,,Call
Fresno_Main_20210901_87115_FULL,87115,,MV,,MV,,The full story,https://www.dropbox.com/s/3svz3yortyghfms/Fresno_Main_20210901_87115_FULL.mp3?dl=0,https://www.dropbox.com/s/t6dm0lfwdbcj98k/Fresno_Main_20210901_87115_FULL.txt?dl=0,09/23,Fresno Main,,Incarcerated Person,Full,,Call
Fresno_Main_20210910_29668_FULL,29668,,MV,,MV,,The full story,https://www.dropbox.com/s/29g2qpamef6fmpr/Fresno_Main_20210910_29668_FULL.mp3?dl=0,https://www.dropbox.com/s/zw9f3ouns07vhxm/Fresno_Main_20210910_29668_FULL.txt?dl=0,09/23,Fresno Main,,Incarcerated Person,Full,,Call
Fresno_Main_20210910_56264_FULL,56264,,MV,,MV,,The full story,https://www.dropbox.com/s/e85yyyq0bjjl1fx/Fresno_Main_20210910_56264_FULL.mp3?dl=0,https://www.dropbox.com/s/x750xem07w0jnjp/Fresno_Main_20210910_56264_FULL.txt?dl=0,09/23,Fresno Main,,Incarcerated Person,Full,,Call
Fresno_Main_20210916_40145_FULL,40145,,MV,,MV,x,The full story,https://www.dropbox.com/s/dhc04qurgb7pklk/Fresno_Main_20210916_40145_FULL.mp3?dl=0,https://www.dropbox.com/s/yy84l0a0l79d1tf/Fresno_Main_20210916_40145_FULL.txt?dl=0,09/23,Fresno County,,Incarcerated Person,Full,,Call
Ironwood_20201109_06_38_FULL,4583,,KT,,KT,,The full story,https://www.dropbox.com/s/k7vgrtn7tmpzd3x/Ironwood_20201109_06_38_FULL.mp3?dl=0,https://www.dropbox.com/s/ct4ou30o3rkqf3v/Ironwood_20201109_06_38_FULL.txt?dl=0,11/23,Ironwood,,Incarcerated Person,Full,,Call
Ironwood_20201118_2_04_Stress,36272,,KT,,KT,,Mental side effects,https://www.dropbox.com/s/6g4lkr9d3rbfy1k/Ironwood_20201118_2_04_Stress.mp3?dl=0,https://www.dropbox.com/s/cujcm3n2k2jx8tz/Ironwood_20201118_2_04_Stress.txt?dl=0,11/23,Ironwood,Stress,Incarcerated Person,Full,Ironwood_20201118_2_04_FULL,Call
KernValley_20210427_5_59_Full,16785,,MV,,MV,,The full story,https://www.dropbox.com/s/fgv67sgmyosxuq8/KernValley_20220422_5_59_FULL.mp3?dl=0,https://www.dropbox.com/s/ocwq1sl6y8i8ouz/KernValley_20210427_5_59_FULL.txt?dl=0,04/23,Kern Valley,,Incarcerated Person,Full,,Call
Mule Creek_20201228_07_03_FULL,9428,,KT,,KT,,The full story,https://www.dropbox.com/s/u1lz1kmx3e3u7o4/Mule_Creek_20201228_07_03_FULL.mp3?dl=0,https://www.dropbox.com/s/1vne75sfoqxcouw/Mule_Creek_20201228_07_03_FULL.txt?dl=0,12/23,Mule Creek,,Incarcerated Person,Full,,Call
Mule Creek_20201228_621_FULL,9874,,KT,,KT,,The full story,https://www.dropbox.com/s/uxhmuwcrldxr6w7/Mule%20Creek_20201228.mp3?dl=0,https://www.dropbox.com/s/iqi78iihpea6lvy/Mule_Creek_20201228_621_FULL.txt?dl=0,12/23,Mule Creek,,Incarcerated Person,Full,,Call
Mule Creek_20201229_07_32_FULL,1776,,KT,,KT,,The full story,https://www.dropbox.com/s/2ouuv54ocst1iri/Mule_Creek_20201229_07_32_FULL.mp3?dl=0,https://www.dropbox.com/s/33hu2t6q520xa9a/Mule_Creek_20201229_07_32_FULL.txt?dl=0,12/23,Mule Creek,,Incarcerated Person,Full,,Call
MuleCreek_20210521_6_47_Full,82410,,MV,,MV,,The full story,https://www.dropbox.com/s/5r9nj1bqyg93tho/MuleCreek_20210521_6_47_Full.mp3?dl=0,https://www.dropbox.com/s/46iew7ybufcphzz/MuleCreek_20210521_6_47_FULL.txt?dl=0,05/23,Mule Creek,,Incarcerated Person,Full,,Call
NewFolsom_20210421_7_30_FULL,52252,,MV,,MV,,The full story,https://www.dropbox.com/s/o2xf5femuufomi8/NewFolsom_20210421_7_30_FULL.mp3?dl=0,https://www.dropbox.com/s/6fhs236vyz5dk3o/NewFolsom_20210421_730_FULL.txt?dl=0,04/23,New Folsom,,Incarcerated Person,Full,,Call
NewFolsom_20210503_813_FULL,72683,,MV,,MV,,The full story,https://www.dropbox.com/s/sv48n3qo80gzpj3/NewFolsom_20210503_813_FULL.mp3?dl=0,https://www.dropbox.com/s/qes10ca7spu7v49/NewFolsom_20210503_813_FULL.txt?dl=0,05/23,New Folsom,,Incarcerated Person,Full,,Call
NewFolsom_20210513_7_16_FULL,24681,,MV,,MV,,The full story,https://www.dropbox.com/scl/fi/o2kzf3ww846amqtqltnj5/NewFolsom_20210513_7_16_FULL.mp3?dl=0&rlkey=q6yezhipmxe1nflo0kqx8avxr,https://www.dropbox.com/scl/fi/1nph72vwsh6jaiu6sdkph/NewFolsom_20210513_7_16_FULL.txt?dl=0&rlkey=6ys1tu70pyk9mg2u30nvm8zpp,05/23,New Folsom,,Incarcerated Person,Full,,Call
NewFolsom_20211117_47746_FULL,47746,,MV,,MV,,The full story,https://www.dropbox.com/scl/fi/4lo2gbvt0ukovvjq2trrs/NewFolsom_20211117_47746_FULL.mp3?dl=0&rlkey=h95km0psmpagok5ic3hqodvvy,https://www.dropbox.com/scl/fi/alpcmizs7hommiythxajr/NewFolsom_20211117_47746_FULL.txt?dl=0&rlkey=cgum6udk0lhc1bg0tlwxoir9r,11/23,New Folsom,,Incarcerated Person,Full,,Call
NewFolsom_20211123_82594_FULL,82594,,MV,,MV,,The full story,https://www.dropbox.com/scl/fi/8ujgg8ddck69sthzil92i/NewFolsom_20211123_82594_FULL.mp3?dl=0&rlkey=x73t4io2zquaoz9zx38q713ph,https://www.dropbox.com/s/q81tfmrgvwx52mh/NewFolsom_20211123_82594_FULL.txt?dl=0,11/23,New Folsom,,Incarcerated Person,Full,,Call
Norco_20210218_10_04_FULL_Stress,30760,,MV,07/09//2021,MV,07/13/2021,Suffered mentally,https://www.dropbox.com/s/483ojyd77moqz81/Norco_20210218_10_04%20_FULL.mp3?dl=0,https://www.dropbox.com/s/0v5nknizp8mk5x3/Norco_20210218_10_04_FULL.txt?dl=0,02/23,Norco,Stress,Family or Friend,Full,,Call
Orange_Central_20210511_6_20_FULL,262,,MV,09/28/2021,MV,,The full story,https://www.dropbox.com/s/8vebda1ekx8m327/OC_Central_20210511_6_20_FULL.mp3?dl=0,https://www.dropbox.com/s/68kl26y9rw3f5z0/OC_Central_20210511_6_20_FULL.txt?dl=0,05/23,Orange County,,Incarcerated Person,Full,,Call
Orange_TheoLacy_20210422_8_05_FULL,7015,,MV,09/21/2021,MV,,The full story,https://www.dropbox.com/s/x9v80mo1ws014yr/OC_Lacy_20210422_8_05_FULL.mp3?dl=0,https://www.dropbox.com/s/l8qmtj1cd3c5g3a/OC_Lacy_20210422_8_05_FULL.txt?dl=0,04/23,Orange County,,,Full,,Call
Orange_TheoLacy_20210428_7_37_FULL,5863,,MV,09/16/2021,MV,,The full story,https://www.dropbox.com/s/gu7wtgw6tuiz847/OC_Lacy_20210428_7_37_FULL.mp3?dl=0,https://www.dropbox.com/s/7wf7qcvxm2lzd71/OC_Lacy_20210428_7_37_FULL.txt?dl=0,04/23,Orange County,,Incarcerated Person,Full,,Call
PelicanBay_20210520_6_09_FULL,49137,,MV,,MV,x,The full story,https://www.dropbox.com/s/gicgnwcx4q439r7/PelicanBay_20210520_6_09_FULL.mp3?dl=0,https://www.dropbox.com/s/cn8iuvr4vsqcj58/PelicanBay_20210520_6_09_FULL.txt?dl=0,05/23,Pelican Bay,,Incarcerated Person,Full,,Call
PleasantValley_20210222_8_04_Full,573,,MV,,MV,x,The full story,https://www.dropbox.com/s/0rpg89iavpmvvnu/PleasantValley_20210222_8_04_FULL.mp3?dl=0,https://www.dropbox.com/s/nkjik2i877my7cr/PleasantValley_20210222_8_04_Full.txt?dl=0,02/23,Pleasant Valley,,Incarcerated Person,Full,,Call
Riverside_Benoit_20210604_503_FULL,4897,,MV,,MV,,The full story,https://www.dropbox.com/s/kjmqzul8s3hc1w9/Riverside_Indio_20210604_503_FULL.mp3?dl=0,https://www.dropbox.com/s/mvrhk8nyneiq63s/Riverside_Indio_20210604_503_FULL.txt?dl=0,06/23,Riverside County,,Family or Friend,Full,,Call
Riverside_Blythe_20210607_646_FULL,7660,,MV,,MV,,The full story,https://www.dropbox.com/s/6xlw2nuayfuol1b/Riverside_Blythe_20210607_646_FULL.mp3?dl=0,https://www.dropbox.com/s/3vmjs8fc4997rrm/Riverside_Blythe_20210607_646_FULL.txt?dl=0,06/23,Riverside County,,Incarcerated Person,Full,,Call
Riverside_Byrd_20210604_627_FULL,8067,,MV,,MV,,The full story,https://www.dropbox.com/s/6pp36a98qebhooq/Riverside_Byrd_20210604_627_FULL.mp3?dl=0,https://www.dropbox.com/s/a6q5cudhk0zru1z/Riverside_Byrd_20210604_627_FULL.txt?dl=0,06/23,Riverside County,,Incarcerated Person,Full,,Call
Riverside_Presley_20210603_525_FULL,895,,MV,,MV,,The full story,https://www.dropbox.com/s/tkdmur2zg2rg30p/Riverside_Presley_20210603_525_FULL.mp3?dl=0,https://www.dropbox.com/s/c8v1logcedoieog/Riverside_Presley_20210603_525_FULL.txt?dl=0,06/23,Riverside County,,Incarcerated Person,Full,,Call
Riverside_Smith_20210601_7_43_FULL,2379,,MV,,MV,,The full story,https://www.dropbox.com/s/3e7f8tfhhecpofq/Riverside_Smith_20210601_7_43_FULL.mp3?dl=0,https://www.dropbox.com/s/vkfw9w3j581og27/Riverside_Smith_20210601_7_43_FULL.txt?dl=0,06/23,Riverside County,,Incarcerated Person,Full,,Call
Riverside_Smith_20210609_829_FULL,9550,,MV,,MV,,The full story,https://www.dropbox.com/s/zo2nt2oiwg887x7/Riverside_Smith_20210609_829_FULL.mp3?dl=0,https://www.dropbox.com/s/jfsxa5miljo9318/Riverside_Smith_20210609_829_FULL.txt?dl=0,06/23,Riverside County,,Incarcerated Person,Full,,Call
Riverside_Smith_20210610_806_FULL,4718,,MV,,MV,,The full story,https://www.dropbox.com/s/7fioaktfd2fh804/Riverside_Smith_20210610_806_FULL.mp3?dl=0,https://www.dropbox.com/s/62gx0wj3cu13zx4/Riverside_Smith_20210610_806_FULL.txt?dl=0,06/23,Riverside County,,Incarcerated Person,Full,,Call
Riverside_Smith_20210610_826_FULL,2276,,MV,,MV,,The full story,https://www.dropbox.com/s/pg3hc97ab77tigg/Riverside_Smith_20210610_826_FULL.mp3?dl=0,https://www.dropbox.com/s/i9m87ainywlyt2i/Riverside_Smith_20210610_826_FULL.txt?dl=0,06/23,Riverside County,,Incarcerated Person,Full,,Call
Riverside_Smith_20210614_737_FULL,1029,,MV,,MV,,The full story,https://www.dropbox.com/s/imwm8umko6lcouv/Riverside_Smith_20210614_737_FULL.mp3?dl=0,https://www.dropbox.com/s/xuchrrx1ngm1qz2/Riverside_Smith_20210614_737_FULL.txt?dl=0,06/23,Riverside County,,Incarcerated Person,Full,,Call
Riverside_Smith_20210616_801_FULL,7461,,MV,,MV,,The full story,https://www.dropbox.com/s/m84a0an3fx0aq0s/Riverside_Smith_20210616_801_FULL.mp3?dl=0,https://www.dropbox.com/s/kypfesoualndhib/Riverside_Smith_20210616_801_FULL.txt?dl=0,06/23,Riverside County,,Incarcerated Person,Full,,Call
Riverside_Smith_20210617_519_FULL_Infection,8244,,MV,,MV,,I got my shot,https://www.dropbox.com/s/eo04t83f22ayc30/Riverside_Smith_20210617_519_FULL_Infection.mp3?dl=0,https://www.dropbox.com/s/70gw9yhyl9l30t4/Riverside_Smith_20210617_519_FULL_Infection.txt?dl=0,06/23,Riverside County,Infection,Incarcerated Person,Full,,Call
Riverside_unspecified_20210622_0731_FULL,3033,,MV,,MV,,The full story,https://www.dropbox.com/s/tkb1vcgq907707x/Riverside_CountyJail_20210622_0731_FULL.mp3?dl=0,https://www.dropbox.com/s/r5rvoudjgt4dpqe/Riverside_CountyJail_20210622_0731_FULL.txt?dl=0,06/23,Riverside County,,Incarcerated Person,Full,,Call
SalinasValley_20210521_6_20_Full,53612,,MV,,MV,,The full story,https://www.dropbox.com/s/rcojfrmx76necqv/SalinasValley_20210521_6_20_FULL.mp3?dl=0,https://www.dropbox.com/s/d4wzvg2pejpds0g/SalinasValley_20210521_6_20_Full.txt?dl=0,05/23,Salinas Valley,,Incarcerated Person,Full,,Call
San Quentin_20201113_734_FULL,3627,,KT,,KT,,The full story,https://www.dropbox.com/s/dvrprrk83a9xf5w/San%20Quentin_20201113_734_Full.mp3?dl=0,https://www.dropbox.com/s/9nfmw97yf454bx9/San%20Quentin_20201113_734_FULL.txt?dl=0,11/23,San Quentin,,Incarcerated Person,Full,,Call
